Title,Release Year,Locations,Production Company,Latitude,Longitude,FormattedAddress
Sudden Impact,1983,"Fairmont Hotel (950 Mason Street, Nob Hill)",Warner Bros. Pictures,0,0,
Sudden Impact,1983,Civic Center Plaza,Warner Bros. Pictures,37.7795867,-122.4173489,"Civic Center Plaza, 355 McAllister St, San Francisco, CA 94102, USA"
Sudden Impact,1983,The Embarcadero/Ferry Building,Warner Bros. Pictures,37.7955469,-122.3934177,"San Francisco Ferry Bldg, 1 Sausalito - San Francisco Ferry Bldg, San Francisco, CA 94111, USA"
Sudden Impact,1983,"Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf)",Warner Bros. Pictures,0,0,
Sudden Impact,1983,"Pier 38-40, The Embarcadero",Warner Bros. Pictures,0,0,
Summertime,2015,Fisherman's Wharf pier near Chapel (Port Walk #19),"Creative Monster Productions, Inc.",37.808673,-122.409821,"PIER 39, Beach Street & The Embarcadero, San Francisco, CA 94133, United States"
Summertime,2015,Oasis Nightclub (298 11th St),"Creative Monster Productions, Inc.",0,0,
Summertime,2015,Broadway and Taylor St Intersection,"Creative Monster Productions, Inc.",37.797071,-122.413562,"Broadway & Taylor St, San Francisco, CA 94133, USA"
Summertime,2015,Turk St between Lyon and Baker St,"Creative Monster Productions, Inc.",0,0,
Summertime,2015,Buena Vista East & Duboce; Buena Vista East & Haight,"Creative Monster Productions, Inc.",37.7690523,-122.4383774,"Duboce Ave & Buena Vista Ave E, San Francisco, CA 94117, USA"
Summertime,2015,Love Street Vintage (1506 Haight & adjacent Haight sidewalk_,"Creative Monster Productions, Inc.",0,0,
Summertime,2015,Alamo Square,"Creative Monster Productions, Inc.",37.7763422,-122.4346334,"Alamo Square, San Francisco, CA, USA"
Summertime,2015,Stanyan & Belgrave,"Creative Monster Productions, Inc.",37.7594733,-122.4515737,"Stanyan St & Belgrave Ave, San Francisco, CA 94117, USA"
Summertime,2015,Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Battery,"Creative Monster Productions, Inc.",0,0,
Summertime,2015,Chinatown (Stockton @ Jackson & Jackson toward Grant,"Creative Monster Productions, Inc.",0,0,
Summertime,2015,Montgomery between California and Pine,"Creative Monster Productions, Inc.",0,0,
Summertime,2015,20th St and Church (3885 20th St),"Creative Monster Productions, Inc.",0,0,
Summertime,2015,Duboce Park,"Creative Monster Productions, Inc.",37.7695613,-122.4324905,"Duboce Park Dog Play Area, Duboce Ave, San Francisco, CA 94117, USA"
Superman,1978,Golden Gate Bridge,Dovemead Films,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
Susan Slade,1961,"On Board the SS President Cleveland, docked at Pier 50",Warner Bros. Pictures,0,0,
Sweet November,2001,Marquee Lofts (1000 Van Ness Avenue at Alice B. Toklas Place),Warner Bros. Pictures,0,0,
Sweet November,2001,Hotel Majestic (1500 Sutter Street),Warner Bros. Pictures,0,0,
Sweet November,2001,"Foote, Cone & Belding (733 Front Street at Pacific)",Warner Bros. Pictures,0,0,
Sweet November,2001,Farley's Cafê© (1315 18th Street Near Missouri),Warner Bros. Pictures,0,0,
Sweet November,2001,Citicorp Center (1 Sansome Street at Sutter),Warner Bros. Pictures,0,0,
Sweet November,2001,Christopher's Books (1400 18th Street),Warner Bros. Pictures,0,0,
Sweet November,2001,Chrissy Field,Warner Bros. Pictures,37.8039069,-122.4640618,"Crissy Field, San Francisco, CA 94129, USA"
Sweet November,2001,Blooms Saloon (18th Street between Missouri and Texas Streets),Warner Bros. Pictures,0,0,
Sweet November,2001,Mission Dolores Park (Mission District),Warner Bros. Pictures,37.7597727,-122.427063,"Dolores Park, 19th St & Dolores Street, San Francisco, CA 94114, USA"
Swing,2003,Broadway Studios (435 Broadway at Montgomery Street),unlisted,0,0,
Swing,2003,Regency Building (1290 Sutter Street),unlisted,0,0,
Swingin' Along,1961,Powell Street,Twentieth Century Fox Film Corporation,37.7844688,-122.4079864,"Powell St. Station, 899 Market St, San Francisco, CA 94103, USA"
Take the Money and Run,1969,Mission Street,American Broadcasting Company (ABC),37.7512394,-122.4183709,"Mission St, San Francisco, CA, USA"
Take the Money and Run,1969,Golden Gate Park,American Broadcasting Company (ABC),37.7694208,-122.4862138,"Golden Gate Park, San Francisco, CA 94122, USA"
Take the Money and Run,1969,Bank of America (1455 Stockton Street),American Broadcasting Company (ABC),0,0,
Terminator - Genisys,2015,16th and Utah,T5 Productions LLC,37.7658488,-122.406571,"16th St & Utah St, San Francisco, CA 94103, USA"
Terminator - Genisys,2015,Van Ness between Fell and Lombard,T5 Productions LLC,0,0,
Terminator - Genisys,2015,California between Leavenworth and Powell,T5 Productions LLC,0,0,
Terminator - Genisys,2015,Mission at 1st and 2nd,T5 Productions LLC,0,0,
Terminator - Genisys,2015,Market at Mason,T5 Productions LLC,37.7832203,-122.4090909,"Market St & Mason St, San Francisco, CA 94102, USA"
Terminator - Genisys,2015,California at Larkin,T5 Productions LLC,37.790797,-122.4190635,"California St & Larkin St, San Francisco, CA 94109, USA"
Terminator - Genisys,2015,California at Jones,T5 Productions LLC,37.791424,-122.4141308,"California St & Jones St, San Francisco, CA 94109, USA"
Terminator - Genisys,2015,Pine and Leavenworth,T5 Productions LLC,37.7902649,-122.4155825,"Pine St & Leavenworth St, San Francisco, CA 94109, USA"
Terminator - Genisys,2015,Howard St. from Embarcadero to 11 St.,T5 Productions LLC,37.792686,-122.391146,"The Embarcadero & Howard St, San Francisco, CA 94105"
Terminator - Genisys,2015,Construction Site in front of 260 Stockton St. at Post St.,T5 Productions LLC,0,0,
Terminator - Genisys,2015,California St. between Drumm St. and Kearny St.,T5 Productions LLC,0,0,
Terminator - Genisys,2015,Market St. at Embarcadero area,T5 Productions LLC,37.7981483,-122.284548,"Market St & Embarcadero West, Oakland, CA 94607, USA"
Terminator - Genisys,2015,Pine St. between Market and Kearny,T5 Productions LLC,37.790706,-122.409719,"845 Pine Street Apartments, 845 Pine St, San Francisco, CA 94108, USA"
Terminator - Genisys,2015,Front St. between Market and Clay,T5 Productions LLC,0,0,
Terminator - Genisys,2015,Union Square,T5 Productions LLC,37.7883501,-122.4075872,"Union Square, 333 Post St, San Francisco, CA 94108, USA"
Terminator - Genisys,2015,San Francisco - Oakland Bay Bridge,T5 Productions LLC,0,0,
Terminator - Genisys,2015,"Mission St., Embarcadero, and Front between Clay and Market",T5 Productions LLC,0,0,
Terminator - Genisys,2015,Sutter Stockton Garage,T5 Productions LLC,0,0,
Terminator - Genisys,2015,Bush St. at Stockton St.,T5 Productions LLC,37.790372,-122.4071706,"Bush St & Stockton St, San Francisco, CA 94108, USA"
Terminator - Genisys,2015,Powell St at Geary St,T5 Productions LLC,37.7873819,-122.4082412,"Geary Blvd & Powell St, San Francisco, CA 94102, USA"
Terminator - Genisys,2015,1 Market St. Landmark Building,T5 Productions LLC,37.7851667,-122.4072784,"Flood Building, 870 Market St, San Francisco, CA 94102, USA"
Terminator - Genisys,2015,Embarcadero between Pier 2 and Harrison,T5 Productions LLC,0,0,
Terminator - Genisys,2015,Pier 14,T5 Productions LLC,37.7935796,-122.3913269,"Pier 14, San Francisco, CA 94105, USA"
Terminator - Genisys,2015,Pine St. between Market and Montgomery,T5 Productions LLC,37.7894069,-122.4010673,"Montgomery St. Station, 598 Market St, San Francisco, CA 94105, USA"
The Assassination of Richard Nixon,2004,"Tosca Cafê© (242 Columbus Avenue, North Beach)",Anhelo Productions,0,0,
The Assassination of Richard Nixon,2004,766 Sutter Street,Anhelo Productions,37.788937,-122.413123,"766 Sutter St, San Francisco, CA 94109, USA"
The Bachelor,1999,Merchant Exchange (465 California Street at Leidesdorff),George Street Pictures,0,0,
The Bachelor,1999,Washington Square Park (North Beach),George Street Pictures,37.8008473,-122.4099791,"Washington Square Park, Filbert St & Stockton St., San Francisco, CA 94133, USA"
The Bachelor,1999,Sutter-Stockton Garage (330 Sutter Street at Stockton),George Street Pictures,0,0,
The Bachelor,1999,Stockton Tunnel (Stockton Street at Sutter Street),George Street Pictures,0,0,
The Bachelor,1999,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",George Street Pictures,0,0,
The Bachelor,1999,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",George Street Pictures,0,0,
The Bachelor,1999,Roof of Cable Car (California at Front Street),George Street Pictures,0,0,
The Bachelor,1999,Pacific Stock Exchange (301 Pine Street at Sansome),George Street Pictures,0,0,
The Bachelor,1999,Nina M. Designs (52 2nd Street at Jessie),George Street Pictures,0,0,
The Bachelor,1999,Moose's Restaurant (1652 Stockton),George Street Pictures,0,0,
The Bachelor,1999,Mama's Restaurant (1701 Stockton),George Street Pictures,0,0,
The Bachelor,1999,Danilo's Bakery (Green Street & Bannam Place),George Street Pictures,0,0,
The Bachelor,1999,Columbus Avenue at Green & Stockton,George Street Pictures,37.7994642,-122.40891,"Columbus Ave & Stockton St, San Francisco, CA 94133, USA"
The Birds,1963,Powell and Geary Streets (Union Square),Universal Pictures,37.7873819,-122.4082412,"Geary Blvd & Powell St, San Francisco, CA 94102, USA"
The Bridge,2006,Golden Gate Bridge,Easy There Tiger Productions,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
The Caine Mutiny,1954,The Embarcadero,Stanley Kramer Productions,37.7992627,-122.3976732,"Embarcadero, San Francisco, CA, USA"
The Caine Mutiny,1954,Golden Gate Bridge,Stanley Kramer Productions,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
The Californians,2005,,Parker Film Company,0,0,
The Candidate,1972,"Westin St. Francis Hotel (335 Powell Street, Union Square)",Redford-Ritchie Productions,0,0,
The Competition,1980,Pier 39,Columbia Pictures Corporation,37.808673,-122.409821,"PIER 39, Beach Street & The Embarcadero, San Francisco, CA 94133, United States"
The Competition,1980,California Academy of Sciences (Golden Gate Park),Columbia Pictures Corporation,0,0,
The Conversation,1974,"American Roofing Co. Building (297 Kansas Street, Potrero Hill)",American Zoetrope,0,0,
The Conversation,1974,Alta Plaza Park (Steiner Street),American Zoetrope,37.7911417,-122.4376241,"Alta Plaza Park, Jackson St & Steiner St., San Francisco, CA 94115, USA"
The Conversation,1974,Alcoa Building (1 Maritime Plaza),American Zoetrope,37.7955357,-122.3991597,"One Maritime Plaza, 300 Clay St, San Francisco, CA 94111, USA"
The Conversation,1974,Alamo Square (Hayes Valley),American Zoetrope,37.7763422,-122.4346334,"Alamo Square, San Francisco, CA, USA"
The Conversation,1974,"Westin St. Francis Hotel (335 Powell Street, Union Square)",American Zoetrope,0,0,
The Conversation,1974,Union Square,American Zoetrope,37.7883501,-122.4075872,"Union Square, 333 Post St, San Francisco, CA 94108, USA"
The Conversation,1974,"Saks Fifth Avenue (384 Post Street, Union Square)",American Zoetrope,0,0,
The Conversation,1974,One Embarcadero Center (Financial District),American Zoetrope,37.7949973,-122.3994346,"1 Embarcadero Center, San Francisco, CA 94111, USA"
The Conversation,1974,"Neiman Marcus (150 Stockton Street, Union Square)",American Zoetrope,0,0,
The Conversation,1974,Financial District,American Zoetrope,37.7945742,-122.3999445,"Financial District, San Francisco, CA, USA"
The Conversation,1974,"Cathedral Hill Hotel (1101 Van Ness Avenue, Civic Center)",American Zoetrope,0,0,
The Core,2003,Golden Gate Bridge,David Foster Productions,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
The Dead Pool,1988,San Francisco Drydock (The Dogpatch),Warner Bros. Pictures,0,0,
The Dead Pool,1988,Washington Square Park (North Beach),Warner Bros. Pictures,37.8008473,-122.4099791,"Washington Square Park, Filbert St & Stockton St., San Francisco, CA 94133, USA"
The Dead Pool,1988,One Thousand Powell Apartments (1000 Powell Street),Warner Bros. Pictures,37.7941048,-122.4093554,"One Thousand Powell Apartments, 1000 Powell St, San Francisco, CA 94108, USA"
The Dead Pool,1988,"The Cannery (281 Leavenworth Street, Fisherman's Wharf)",Warner Bros. Pictures,0,0,
The Dead Pool,1988,Portsmouth Square (Chinatown),Warner Bros. Pictures,0,0,
The Dead Pool,1988,Pierce St. & Golden Gate Avenue (Hayes Valley),Warner Bros. Pictures,37.7791548,-122.4352667,"Golden Gate Ave & Pierce St, San Francisco, CA 94115, USA"
The Dead Pool,1988,Pierce & California Streets (Pacific Heights),Warner Bros. Pictures,37.7884977,-122.4371527,"California St & Pierce St, San Francisco, CA 94115, USA"
The Dead Pool,1988,Pier 3 (The Embarcadero),Warner Bros. Pictures,0,0,
The Dead Pool,1988,New Asia Restaurant (772 Pacific Avenue at Grant),Warner Bros. Pictures,0,0,
The Dead Pool,1988,"Nam Yuen Restaurant (740 Washington Street, Chinatown)",Warner Bros. Pictures,0,0,
The Dead Pool,1988,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)",Warner Bros. Pictures,0,0,
The Dead Pool,1988,McAllister & Scott Streets (Hayes Valley),Warner Bros. Pictures,37.7780094,-122.4367039,"Scott St & San Francisco Bicycle Rte 20 & McAllister St, San Francisco, CA 94115, USA"
The Dead Pool,1988,"KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)",Warner Bros. Pictures,0,0,
The Dead Pool,1988,Hall of Justice (850 Bryant Street),Warner Bros. Pictures,37.775471,-122.4037169,"Hall of Justice, 850 Bryant St, San Francisco, CA 94103, USA"
The Dead Pool,1988,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)",Warner Bros. Pictures,0,0,
The Dead Pool,1988,"Silver Restaurant (737 Washington Street, Chinatown)",Warner Bros. Pictures,0,0,
The Dead Pool,1988,Fremont Street Exit of Bay Bridge,Warner Bros. Pictures,37.7982799,-122.3778182,"San Francisco ‰ÛÒ Oakland Bay Bridge, San Francisco, CA, USA"
The Dead Pool,1988,Folsom & Essex Streets,Warner Bros. Pictures,37.7863715,-122.3957134,"San Francisco, CA 94105, USA"
The Dead Pool,1988,"Eber Electronics (2355 Market Street, Castro)",Warner Bros. Pictures,0,0,
The Dead Pool,1988,Clementina & Sumner Streets,Warner Bros. Pictures,37.7759045,-122.4100241,"Clementina St & Sumner St, San Francisco, CA 94103, USA"
The Dead Pool,1988,Carl & Cole Streets (Cole Valley),Warner Bros. Pictures,37.7658058,-122.4499855,"Cole St & Carl St, San Francisco, CA 94117, USA"
The Dead Pool,1988,710 Steiner Street (Hayes Valley),Warner Bros. Pictures,37.776068,-122.432661,"710 Steiner St, San Francisco, CA 94117, USA"
The Dead Pool,1988,550 El Camino Del Mar (Seacliff),Warner Bros. Pictures,37.787534,-122.489924,"550 El Camino Del Mar, San Francisco, CA 94121, USA"
The Dead Pool,1988,23rd & Iowa Streets (Dogpatch),Warner Bros. Pictures,37.7551696,-122.3918784,"23rd St & Iowa St, San Francisco, CA 94107, USA"
The Dead Pool,1988,22nd Bet. Carolina & Rhode Island Streets (Potrero Hill),Warner Bros. Pictures,0,0,
The Dead Pool,1988,22nd & Wisconsin Streets (Potrero Hill),Warner Bros. Pictures,37.7573061,-122.3989451,"22nd St & Wisconsin St, San Francisco, CA 94107, USA"
The Dead Pool,1988,20th & De Haro Streets (Potrero Hill),Warner Bros. Pictures,37.759741,-122.4011214,"20th St & De Haro St, San Francisco, CA 94107, USA"
The Dead Pool,1988,1954 Mason Street (North Beach),Warner Bros. Pictures,37.8017281,-122.4127017,"1954 Mason St, San Francisco, CA 94133, USA"
The Dead Pool,1988,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",Warner Bros. Pictures,0,0,
The Diary of a Teenage Girl,2015,Victoria Theatre,"Diary the Movie, LLC",0,0,
The Diary of a Teenage Girl,2015,SPECS' Twelve Adler Museum Cafê©,"Diary the Movie, LLC",0,0,
The Diary of a Teenage Girl,2015,Ocean Beach at Point Lobos,"Diary the Movie, LLC",0,0,
The Diary of a Teenage Girl,2015,700 Kansas St.,"Diary the Movie, LLC",37.76075,-122.403468,"700 Kansas St, San Francisco, CA 94107, USA"
The Diary of a Teenage Girl,2015,Presidio Branch Library,"Diary the Movie, LLC",37.7888519,-122.444892,"Presidio Branch Library, 3150 Sacramento St, San Francisco, CA 94115, USA"
The Diary of a Teenage Girl,2015,The Royal Oak,"Diary the Movie, LLC",0,0,
The Diary of a Teenage Girl,2015,Tonic,"Diary the Movie, LLC",0,0,
The Diary of a Teenage Girl,2015,Polk and Northpoint St.,"Diary the Movie, LLC",37.8052968,-122.4236765,"San Francisco, CA 94109, USA"
The Diary of a Teenage Girl,2015,770 Haight St.,"Diary the Movie, LLC",37.771831,-122.43489,"770 Haight St, San Francisco, CA 94117, USA"
The Diary of a Teenage Girl,2015,Tank Hill Park,"Diary the Movie, LLC",37.7600983,-122.4477854,"Tank Hill Park, San Francisco, CA 94117, USA"
The Diary of a Teenage Girl,2015,Hamburger Haven,"Diary the Movie, LLC",0,0,
The Diary of a Teenage Girl,2015,Higher Grounds Coffee House,"Diary the Movie, LLC",0,0,
The Diary of a Teenage Girl,2015,304 Lily St.,"Diary the Movie, LLC",37.7741977,-122.4261198,"304 Lily St, San Francisco, CA 94102, USA"
The Diary of a Teenage Girl,2015,The Magazine at 920 Larkin,"Diary the Movie, LLC",0,0,
The Diary of a Teenage Girl,2015,Geary St. from Polk to Larkin,"Diary the Movie, LLC",0,0,
The Diary of a Teenage Girl,2015,Yerba Buena Island,"Diary the Movie, LLC",37.8108709,-122.3668348,"Yerba Buena Island, San Francisco, CA, USA"
The Doctor,1991,,Silver Screen Partners IV,0,0,
The Doors,1991,,Bill Graham Films,0,0,
The Enforcer,1976,Sutter & Webster Streets,Warner Bros. Pictures,37.7862992,-122.4316575,"San Francisco, CA 94115, USA"
The Enforcer,1976,Hall of Justice,Warner Bros. Pictures,37.775471,-122.4037169,"Hall of Justice, 850 Bryant St, San Francisco, CA 94103, USA"
The Enforcer,1976,Coit Tower,Warner Bros. Pictures,37.8023949,-122.4058222,"Coit Tower, 1 Telegraph Hill Blvd, San Francisco, CA 94133, USA"
The Enforcer,1976,City Hall,Warner Bros. Pictures,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
The Enforcer,1976,Balmy Street (Mission District),Warner Bros. Pictures,37.75261,-122.4124888,"Balmy St, San Francisco, CA 94110, USA"
The Enforcer,1976,Alcatraz Island,Warner Bros. Pictures,37.8269775,-122.4229555,"Alcatraz Island, San Francisco, CA 94133, USA"
The Enforcer,1976,24th Street Mini Park (Mission District),Warner Bros. Pictures,0,0,
The Enforcer,1976,23rd & Capp Streets (Mission District),Warner Bros. Pictures,37.7539117,-122.4175294,"23rd St & Capp St, San Francisco, CA 94110, USA"
The Enforcer,1976,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)",Warner Bros. Pictures,0,0,
The Fan,1996,Candlestick Park (602 Jamestown Ave.),Mandalay Entertainment,37.7135308,-122.3861392,"Candlestick Park, 490 Jamestown Ave, San Francisco, CA 94124, USA"
The Fog of War,2003,,Sony Pictures Classics,0,0,
The Game,1997,Merchant Exchange Building (465 California Street),Polygram Filmed Entertainment,0,0,
The Game,1997,Washington Street & Waverly Place (Chinatown),Polygram Filmed Entertainment,37.7950851,-122.4070174,"Washington St & Waverly Pl, San Francisco, CA 94108, USA"
The Game,1997,"Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown)",Polygram Filmed Entertainment,0,0,
The Game,1997,Sheraton Palace Hotel (639 Market Street),Polygram Filmed Entertainment,0,0,
The Game,1997,Ritz-Carlton Hotel (600 Stockton Street),Polygram Filmed Entertainment,0,0,
The Game,1997,Presidio (Golden Gate National Recreation Area),Polygram Filmed Entertainment,37.7988737,-122.4661937,"Presidio, San Francisco, CA, USA"
The Game,1997,Merchant Exchange Building,Polygram Filmed Entertainment,0,0,
The Game,1997,Mason & California Streets (Nob Hill),Polygram Filmed Entertainment,37.791549,-122.4107938,"Mason St & Nob Hill Pl, San Francisco, CA 94108, USA"
The Game,1997,Harrison Street (The Embarcadero),Polygram Filmed Entertainment,37.7894745,-122.3886065,"Harrison St, San Francisco, CA 94105, USA"
The Game,1997,City Club (155 Sansome Street),Polygram Filmed Entertainment,0,0,
The Game,1997,Bay Bridge,Polygram Filmed Entertainment,37.7982799,-122.3778182,"San Francisco •À_•À_•À_ Oakland Bay Bridge, San Francisco, CA, USA"
The Game,1997,Bank of America Building (555 California Street),Polygram Filmed Entertainment,0,0,
The Game,1997,301 Howard Street,Polygram Filmed Entertainment,37.789527,-122.3942765,"301 Howard St, San Francisco, CA 94105, USA"
The Game,1997,1 Bush Street,Polygram Filmed Entertainment,37.7909622,-122.4000152,"One Bush Plaza, 1 Bush St, San Francisco, CA 94104, USA"
The Graduate,1967,San Francisco Zoo (2701 Sloat Blvd.),Embassy Pictures Corporation,0,0,
The Graduate,1967,Bay Bridge,Embassy Pictures Corporation,37.7982799,-122.3778182,"San Francisco ‰ÛÒ Oakland Bay Bridge, San Francisco, CA, USA"
The House on Telegraph Hill,1951,Telegraph Hill,Twentieth Century Fox Film Corp.,37.8013407,-122.4056674,"Telegraph Hill, San Francisco, CA, USA"
The House on Telegraph Hill,1951,Market Street,Twentieth Century Fox Film Corp.,37.7944659,-122.3947991,"Market St, San Francisco, CA, USA"
The House on Telegraph Hill,1951,Coit Tower,Twentieth Century Fox Film Corp.,37.8023949,-122.4058222,"Coit Tower, 1 Telegraph Hill Blvd, San Francisco, CA 94133, USA"
The House on Telegraph Hill,1951,1227 Montgomery Street,Twentieth Century Fox Film Corp.,37.8004708,-122.4045297,"1227 Montgomery St, San Francisco, CA 94133, USA"
The Internship,2013,Grant Ave from Sacramento to Clay,Twentieth Century Fox Film Corp.,0,0,
The Internship,2013,Montgomery and Union St.,Twentieth Century Fox Film Corporation,37.8010394,-122.4044855,"Union St & Montgomery St, San Francisco, CA 94133, USA"
The Internship,2013,Epic Roasthouse,Twentieth Century Fox Film Corporation,0,0,
The Internship,2013,Players Arcade at Pier 39,Twentieth Century Fox Film Corporation,0,0,
The Jazz Singer,1927,Coffee Dan's (O'Farrell Street at Powell),Warner Bros. Pictures,0,0,
The Lady from Shanghai,1947,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",Columbia Pictures Corp.,0,0,
The Lady from Shanghai,1947,Mandarin Theatre (1021 Grant Avenue),Columbia Pictures Corp.,0,0,
The Lady from Shanghai,1947,Golden Gate Park,Columbia Pictures Corp.,37.7694208,-122.4862138,"Golden Gate Park, San Francisco, CA 94122, USA"
The Lady from Shanghai,1947,Former Hall of Justice (750 Kearny Street at Washington),Columbia Pictures Corp.,0,0,
The Last of the Gladiators,1988,,Twin Tower Enterprises,0,0,
The Laughing Policeman,1973,,Twentieth Century Fox Film Corporation,0,0,
The Lineup,1958,War Memorial Opera House (401 Van Ness Avenue),Pajemer Productions,0,0,
The Lineup,1958,The Embarcadero,Pajemer Productions,37.7992627,-122.3976732,"Embarcadero, San Francisco, CA, USA"
The Lineup,1958,Sutro Baths (Point Lobos Avenue),Pajemer Productions,37.7804369,-122.5136935,"Sutro Baths, Point Lobos Ave, San Francisco, CA 94121, USA"
The Lineup,1958,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",Pajemer Productions,0,0,
The Lineup,1958,Pier 41,Pajemer Productions,37.809594,-122.412272,"Pier 41, San Francisco, CA 94133"
The Lineup,1958,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",Pajemer Productions,0,0,
The Lineup,1958,2090 Jackson Street,Pajemer Productions,37.793415,-122.429428,"2090 Jackson St, San Francisco, CA 94109, USA"
The Love Bug,1968,Golden Gate Bridge,Walt Disney Productions,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
Time After Time,1979,100 Block of Union Street (Cow Hollow),Orion Pictures Corp.,37.7970944,-122.4355125,"Union St, San Francisco, CA 94123, USA"
The Love Bug,1968,100 Block of Lombard Street,Walt Disney Productions,37.8040525,-122.403384,"100 Lombard St, San Francisco, CA 94111, USA"
The Maltese Falcon,1941,Golden Gate Bridge,Warner Bros. Pictures,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
The Maltese Falcon,1941,Ferry Building,Warner Bros. Pictures,37.7955469,-122.3934177,"San Francisco Ferry Bldg, 1 Sausalito - San Francisco Ferry Bldg, San Francisco, CA 94111, USA"
The Maltese Falcon,1941,"Burritt Alley (Off Bush Street, between Powell and Stockton Streets)",Warner Bros. Pictures,0,0,
The Master,2012,Pier 7/ Embarcadero,H.H. Project,37.7993901,-122.3955956,"Pier 7, San Francisco, CA, USA"
The Matrix,1999,skyline/ exterior scenes,Silver Pictures,0,0,
The Net,1995,Moscone Convention Center,Columbia Pictures Corp.,0,0,
The Net,1995,Montgomery & Market Streets,Columbia Pictures Corp.,37.7888201,-122.4019967,"San Francisco, CA 94104, USA"
The Nightmare Before Christmas,1993,,Touchstone Pictures,0,0,
The Organization,1971,,The Mirisch Corporation,0,0,
The Other Sister,1999,Transbay Terminal (Mission Street at 1st Street),Mandeville Films,37.7893387,-122.3924805,"Transbay Temporary Terminal Station, 200 Folsom St, San Francisco, CA 94105, USA"
The Other Sister,1999,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Mandeville Films,0,0,
The Other Sister,1999,Palace of Fine Arts (3301 Lyon Street),Mandeville Films,0,0,
The Parent Trap,1998,Administration Building (Treasure Island),Walt Disney Pictures,0,0,
The Presidio,1988,Washington Street & Waverly Place (Chinatown),Paramount Pictures,37.7950851,-122.4070174,"Washington St & Waverly Pl, San Francisco, CA 94108, USA"
The Presidio,1988,Sansome Street (The Embarcadero),Paramount Pictures,37.8052089,-122.4035879,"Sansome St, San Francisco, CA, USA"
The Presidio,1988,Presidio (Golden Gate National Recreation Area),Paramount Pictures,37.7988737,-122.4661937,"Presidio, San Francisco, CA, USA"
The Presidio,1988,Montgomery & Vallejo Streets (Telegraph Hill),Paramount Pictures,37.799174,-122.4040675,"Montgomery St & Vallejo Street Stairs, San Francisco, CA 94133, USA"
The Presidio,1988,Market & 2nd Streets,Paramount Pictures,37.7892494,-122.401451,"San Francisco, CA 94105, USA"
The Presidio,1988,Hayes & Polk Streets (Civic Center),Paramount Pictures,37.7775135,-122.4180647,"Hayes St & Polk St, San Francisco, CA 94102, USA"
The Presidio,1988,Golden Gate Bridge,Paramount Pictures,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
The Presidio,1988,"Fort Point (Presidio, Golden Gate National Recreation Area)",Paramount Pictures,37.8105867,-122.4771066,"Fort Point, Long Ave & Marine Dr, San Francisco, CA 94129, USA"
The Presidio,1988,Ferry Building,Paramount Pictures,37.7955469,-122.3934177,"San Francisco Ferry Bldg, 1 Sausalito - San Francisco Ferry Bldg, San Francisco, CA 94111, USA"
The Presidio,1988,Coit Tower,Paramount Pictures,37.8023949,-122.4058222,"Coit Tower, 1 Telegraph Hill Blvd, San Francisco, CA 94133, USA"
The Presidio,1988,Civic Center Plaza,Paramount Pictures,37.7795867,-122.4173489,"Civic Center Plaza, 355 McAllister St, San Francisco, CA 94102, USA"
The Presidio,1988,Battery Street (The Embarcadero),Paramount Pictures,37.8036227,-122.4020819,"Battery St, San Francisco, CA 94111, USA"
The Presidio,1988,900 Block of Grant Avenue (Chinatown),Paramount Pictures,37.7974867,-122.4069752,"Grant Ave, San Francisco, CA, USA"
The Presidio,1988,700 Block of Jackson Street (Chinatown),Paramount Pictures,37.7933175,-122.4280068,"Jackson St, San Francisco, CA, USA"
The Presidio,1988,200 Block of Sansome Street (Financial District),Paramount Pictures,37.7979131,-122.4021425,"Sansome St, San Francisco, CA, USA"
The Princess Diaries,2001,724 Brazil Avenue,Walt Disney Pictures,37.721611,-122.428894,"724 Brazil Ave, San Francisco, CA 94112, USA"
