Title,Release Year,Locations,Production Company,Latitude,Longitude,FormattedAddress
180,2011,Epic Roasthouse (399 Embarcadero),SPI Cinemas,0,0,
180,2011,Mason & California Streets (Nob Hill),SPI Cinemas,37.791549,-122.4107938,"Mason St & Nob Hill Pl, San Francisco, CA 94108, USA"
180,2011,Justin Herman Plaza,SPI Cinemas,0,0,
180,2011,200 block Market Street,SPI Cinemas,37.7931217,-122.3965472,"200 Market St, San Francisco, CA 94111, USA"
180,2011,City Hall,SPI Cinemas,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
180,2011,Polk & Larkin Streets,SPI Cinemas,37.790797,-122.4190635,"California St & Larkin St, San Francisco, CA 94109, USA"
180,2011,Randall Museum,SPI Cinemas,0,0,
180,2011,555 Market St.,SPI Cinemas,37.789999,-122.3999088,"555 Market St, San Francisco, CA 94105, USA"
24 Hours on Craigslist,2005,,Yerba Buena Productions,0,0,
40 Days and 40 Nights,2002,"The Walden House, Buena Vista Park",Miramax Films,37.7684046,-122.4414145,"Buena Vista Park, Buena Vista & Haight Street, San Francisco, CA 94117, USA"
40 Days and 40 Nights,2002,Cafê© Trieste (609 Vallejo),Miramax Films,0,0,
48 Hours,1982,,Paramount Pictures,0,0,
50 First Dates,2004,Rainforest Cafê© (145 Jefferson Street),Columbia Pictures Corporation,0,0,
A Jitney Elopement,1915,20th and Folsom Streets,The Essanay Film Manufacturing Company,37.7589107,-122.4147198,"Folsom St & 20th St, San Francisco, CA 94110, USA"
A Jitney Elopement,1915,Golden Gate Park,The Essanay Film Manufacturing Company,37.7694208,-122.4862138,"Golden Gate Park, San Francisco, CA 94122, USA"
A Night Full of Rain,1978,Embarcadero Freeway,Liberty Film,37.7489402,-122.3928481,"Southern Embarcadero Fwy, San Francisco, CA, USA"
A Night Full of Rain,1978,"Fairmont Hotel (950 Mason Street, Nob Hill)",Liberty Film,0,0,
A Night Full of Rain,1978,San Francisco Chronicle (901 Mission Street at 15th Street),Liberty Film,0,0,
A Night Full of Rain,1978,Broadway (North Beach),Liberty Film,37.7984385,-122.4022479,"Broadway, San Francisco, CA, USA"
A Smile Like Yours,1997,75 California Street,Paramount Pictures,37.7935632,-122.3973351,"75 California St, San Francisco, CA 94111, USA"
A Smile Like Yours,1997,Grace Cathedral Episcopal Church (1100 California Street),Paramount Pictures,0,0,
A Smile Like Yours,1997,Hills Brothers Plaza (Embarcadero at Harrison Street),Paramount Pictures,0,0,
A Smile Like Yours,1997,San Francisco International Airport,Paramount Pictures,37.6213129,-122.3789554,"San Francisco International Airport, San Francisco, CA 94128, USA"
A View to a Kill,1985,City Hall,Metro-Goldwyn Mayer,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
A View to a Kill,1985,Port of San Francisco,Metro-Goldwyn Mayer,37.7968374,-122.3950767,"Port Of San Francisco, Pier 1 The Embarcadero, San Francisco, CA 94111, USA"
Ant-Man,2015,420 Jones St. at Ellis St.,"PYM Particles Productions, LLC",37.7851232,-122.4126633,"420 Jones St, San Francisco, CA 94102, USA"
A View to a Kill,1985,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)",Metro-Goldwyn Mayer,0,0,
A View to a Kill,1985,Golden Gate Bridge,Metro-Goldwyn Mayer,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
A View to a Kill,1985,Embarcadero Freeway,Metro-Goldwyn Mayer,37.7489402,-122.3928481,"Southern Embarcadero Fwy, San Francisco, CA, USA"
A View to a Kill,1985,Potrero Hill,Metro-Goldwyn Mayer,37.7604929,-122.400869,"Potrero Hill, San Francisco, CA, USA"
A View to a Kill,1985,City Hall,Metro-Goldwyn Mayer,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
A View to a Kill,1985,Chinatown,Metro-Goldwyn Mayer,37.7941378,-122.4077914,"Chinatown, San Francisco, CA, USA"
A View to a Kill,1985,"Burger Island (901 3rd Street, China Basin)",Metro-Goldwyn Mayer,0,0,
A View to a Kill,1985,Van Ness Avenue,Metro-Goldwyn Mayer,37.7913054,-122.4226118,"Van Ness Ave, San Francisco, CA, USA"
A View to a Kill,1985,Taylor and Jefferson Streets (Fisherman's Wharf),Metro-Goldwyn Mayer,37.8082214,-122.4158081,"Taylor St & Jefferson St, San Francisco, CA 94133, USA"
About a Boy,2014,Broderick from Fulton to McAlister,NBC Studios,0,0,
About a Boy,2014,Crissy Field,NBC Studios,37.8039069,-122.4640618,"Crissy Field, San Francisco, CA 94129, USA"
About a Boy,2014,Powell from Bush and Sutter,NBC Studios,37.7902976,-122.4090585,"Prado 704 Bush LLC, 704 Bush St, San Francisco, CA 94108, USA"
After the Thin Man,1936,Coit Tower,Metro-Goldwyn Mayer,37.8023949,-122.4058222,"Coit Tower, 1 Telegraph Hill Blvd, San Francisco, CA 94133, USA"
Age of Adaline,2015,Pier 50- end of the pier,Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment,37.7739341,-122.3848875,"Pier 50, San Francisco, CA 94158, USA"
Age of Adaline,2015,California @ Montgomery,Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment,37.7928648,-122.40279,"California St & Montgomery St, San Francisco, CA 94104, USA"
Age of Adaline,2015,Montgomery/Green,Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment,37.800247,-122.4590343,"Montgomery St, San Francisco, CA 94129, USA"
Age of Adaline,2015,Driving various SF Streets,Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment,0,0,
Age of Adaline,2015,Plate Shots SF streets various,Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment,0,0,
Alcatraz,2012,Filbert St. from Jones to Mason,Bonanza Productions Inc.,0,0,
Alcatraz,2012,Leavenworth from Filbert & Francisco St,Bonanza Productions Inc.,0,0,
Alcatraz,2012,Chestnut St. from Larkin to Columbus,Bonanza Productions Inc.,0,0,
Alcatraz,2012,Francisco St from Larkin to Polk,Bonanza Productions Inc.,0,0,
Alcatraz,2012,Broadway from Mason to Taylor,Bonanza Productions Inc.,37.7960949,-122.4133919,"Taylor St, San Francisco, CA, USA"
Alcatraz,2012,Taylor St. from Broadway to Filbert,Bonanza Productions Inc.,0,0,
Ant-Man,2015,Broadway between Powell and Davis,"PYM Particles Productions, LLC",0,0,
Alexander's Ragtime Band,1938,Cliff House (1090 Point Lobos Avenue),Twentieth Century Fox Film Corporation,0,0,
Alexander's Ragtime Band,1938,San Francisco Bay,Twentieth Century Fox Film Corporation,37.7749295,-122.4194155,"San Francisco, CA, USA"
Alexander's Ragtime Band,1938,"Fairmont Hotel (950 Mason Street, Nob Hill)",Twentieth Century Fox Film Corporation,0,0,
All About Eve,1950,Curran Theater (445 Geary Street),Twentieth Century Fox Film Corp.,0,0,
American Graffiti,1973,"Mel's Drive-In (Corner of Van Ness & Mission Street, Mission District)",Universal Pictures,0,0,
American Graffiti,1973,3355 Geary Blvd.,Universal Pictures,37.7811314,-122.4548989,"3355 Geary Blvd, San Francisco, CA 94118, USA"
American Yearbook,2004,,All Planet Studios,0,0,
Americana,2015,St. Francis Episcopal Church (399 San Fernando Way),Sutro Films LLC,0,0,
Americana,2015,Romolo Place @ Fresno St.,Sutro Films LLC,37.7986013,-122.4063965,"Romolo Pl & Fresno St, San Francisco, CA 94133, USA"
Americana,2015,Palace of Fine Arts,Sutro Films LLC,0,0,
Americana,2015,John Shelley Drive John McLaren Park,Sutro Films LLC,37.719309,-122.4193742,"John McLaren Park, 100 John F Shelley Dr, San Francisco, CA 94134, USA"
Americana,2015,Treasure Island,Sutro Films LLC,37.8235515,-122.370648,"Treasure Island, San Francisco, CA, USA"
Americana,2015,The San Francisco School (300 Gavin St.),Sutro Films LLC,37.7327817,-122.4113534,"The San Francisco School, 300 Gaven St, San Francisco, CA 94134, USA"
Americana,2015,33 Spruce St,Sutro Films LLC,37.7903215,-122.4543691,"33 Spruce St, San Francisco, CA 94118, USA"
Americana,2015,Coi Restaurant (373 Broadway),Sutro Films LLC,0,0,
Americana,2015,Foreign Cinema (2534 Mission),Sutro Films LLC,0,0,
Americana,2015,Bernal Heights Park,Sutro Films LLC,0,0,
Americana,2015,Jackson St. at Spruce,Sutro Films LLC,37.7899861,-122.4541352,"Jackson St & Spruce St, San Francisco, CA 94118, USA"
Americana,2015,679 Madrid St,Sutro Films LLC,37.718722,-122.434653,"679 Madrid St, San Francisco, CA 94112, USA"
Americana,2015,Roxie Theater (3117 16th St.),Sutro Films LLC,0,0,
Americana,2015,Variety Preview Room (582 Market St.),Sutro Films LLC,0,0,
Americana,2015,Laguna Honda Hospital; 375 Laguna Honda Blvd.,Sutro Films LLC,0,0,
Americana,2015,3232 Jackson Ave.,Sutro Films LLC,37.790931,-122.448797,"3232 Jackson St, San Francisco, CA 94118, USA"
Americana,2015,20th St and Illinois/Faxon St. and Kenwood/Glenbrook at Mt. Springs,Sutro Films LLC,0,0,
Another 48 Hours,1990,,Eddie Murphy Productions,0,0,
Ant-Man,2015,Conzelman Rd at McCollough Rd and down Conzelman Rd.,"PYM Particles Productions, LLC",37.8277082,-122.4996353,"Hawk Hill, Conzelman Rd, Sausalito, CA 94965, USA"
Ant-Man,2015,Lombard at Hyde,"PYM Particles Productions, LLC",37.8020045,-122.4196371,"Lombard St & Hyde St, San Francisco, CA 94109, USA"
Ant-Man,2015,601 Buena Vista Ave West at Java St.,"PYM Particles Productions, LLC",37.7669535,-122.4439685,"601 Buena Vista Ave W, San Francisco, CA 94117, USA"
Ant-Man,2015,Columbus between Bay and Washington,"PYM Particles Productions, LLC",0,0,
Ant-Man,2015,California between Kearney and Davis,"PYM Particles Productions, LLC",0,0,
Ant-Man,2015,Pine between Kearney and Davis,"PYM Particles Productions, LLC",0,0,
Ant-Man,2015,Market between Stuart and Van Ness,"PYM Particles Productions, LLC",37.7876564,-122.4229813,"John Stewart Co, 1388 Sutter St #11, San Francisco, CA 94109, USA"
Ant-Man,2015,Grant between Bush and Broadway,"PYM Particles Productions, LLC",0,0,
Ant-Man,2015,Intersection of Broadway at Kearney,"PYM Particles Productions, LLC",37.7980203,-122.4055234,"San Francisco, CA 94133, USA"
Ant-Man,2015,Intersection of California at Polk,"PYM Particles Productions, LLC",37.7905896,-122.4206988,"California St & Polk St, San Francisco, CA 94109, USA"
Ant-Man,2015,"Treasure Island, Building #1, Ave of the Palms","PYM Particles Productions, LLC",0,0,
Around the Fire,1998,Ocean Beach,Paradigm Studio,37.7593921,-122.510734,"Ocean Beach, San Francisco, CA, USA"
Attack of the Killer Tomatoes,1978,Hyde Street Cable Car,Four Square Productions,0,0,
Babies,2010,,Canal+,0,0,
Bar Rescue,2016,Fort 1,Bongo LLC,0,0,
Bar Rescue - Season 4 Ep 18,2015,"The Holding Company (now called Patriot House Pub), 2 Embarcadero Ctr, San Francisco, CA 94111",Bongo LLC,0,0,
Bar Rescue - Season 4 Ep 21,2015,"Park 77 (now called The Lister Bar), 77 Cambon Dr, San Francisco, CA 94132",Bongo LLC,0,0,
Bar Rescue - Season 5 Ep 8,2016,"Sam Jordan's Bar and Grill, 4004 3rd St, San Francisco, CA 94124",Bongo LLC,0,0,
Barbary Coast,1935,,The Samuel Goldwyn Company,0,0,
Basic Instinct,1992,Yerba Buena Center for the Arts,Carolco Pictures,0,0,
Basic Instinct,1992,Transbay Terminal (Mission Street at 1st Street),Carolco Pictures,37.7893387,-122.3924805,"Transbay Temporary Terminal Station, 200 Folsom St, San Francisco, CA 94105, USA"
Basic Instinct,1992,Tosca Cafê© (242 Columbus Avenue),Carolco Pictures,0,0,
Basic Instinct,1992,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)",Carolco Pictures,0,0,
Basic Instinct,1992,Raw Hide II (280 Seventh Street),Carolco Pictures,0,0,
Basic Instinct,1992,Pier 7 (The Embarcadero),Carolco Pictures,0,0,
Basic Instinct,1992,Kearney Street (Telegraph Hill),Carolco Pictures,37.8016977,-122.4062152,"Kearny St, San Francisco, CA 94133, USA"
Basic Instinct,1992,Hall of Justice (850 Bryant Street),Carolco Pictures,37.775471,-122.4037169,"Hall of Justice, 850 Bryant St, San Francisco, CA 94103, USA"
Basic Instinct,1992,2930 Vallejo Street,Carolco Pictures,37.794164,-122.445704,"2930 Vallejo St, San Francisco, CA 94123, USA"
Basic Instinct,1992,Chinatown,Carolco Pictures,37.7941378,-122.4077914,"Chinatown, San Francisco, CA, USA"
I Am Michael,2015,F Train,Thatäè_ _s Hollywood,37.7749126,-122.4188753,"San Francisco Municipal Transportation Agency, 1 S Van Ness Ave, San Francisco, CA 94103, USA"
Basic Instinct,1992,Gibb Street (Chinatown),Carolco Pictures,37.7960524,-122.4042824,"Gibb St, San Francisco, CA 94111, USA"
Basic Instinct,1992,1158-70 Montgomery Street,Carolco Pictures,37.799987,-122.403972,"1158 Montgomery St, San Francisco, CA 94133, USA"
Basic Instinct,1992,2104 Broadway,Carolco Pictures,37.7946531,-122.4320443,"2104 Broadway, San Francisco, CA 94115, USA"
Beaches,1988,,Silver Screen Partners IV,0,0,
Bedazzled,2000,1155 Filbert Street at Hyde,Twentieth Century Fox Film Corp.,37.7999164,-122.4183705,"1155 Filbert St, San Francisco, CA 94109, USA"
Bedazzled,2000,"Washington Square Park (Filbert, between Stockton and Powell)",Twentieth Century Fox Film Corp.,37.8008473,-122.4099791,"Washington Square Park, Filbert St & Stockton St., San Francisco, CA 94133, USA"
Bedazzled,2000,Vaillancourt Fountain (Justin Herman Plaza),Twentieth Century Fox Film Corp.,0,0,
Bedazzled,2000,Montgomery & Market Streets,Twentieth Century Fox Film Corp.,37.7888201,-122.4019967,"San Francisco, CA 94104, USA"
Bedazzled,2000,City Hall,Twentieth Century Fox Film Corp.,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
Bee Season,2005,,Bee Season Productions,0,0,
Bicentennial Man,1999,City Hall,1492 Pictures,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
Bicentennial Man,1999,Golden Gate Bridge,1492 Pictures,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
Bicentennial Man,1999,Treasure Island,1492 Pictures,37.8235515,-122.370648,"Treasure Island, San Francisco, CA, USA"
Bicentennial Man,1999,"Postcard Row, Alamo Square, Hayes Valley",1492 Pictures,37.7762593,-122.432758,"Painted Ladies, Steiner St, San Francisco, CA 94117, USA"
Bicentennial Man,1999,Grace Cathedral Episcopal Church (1100 California Street),1492 Pictures,0,0,
Big Eyes,2014,Nobles Alley,Blink & Wink Productions,37.8010161,-122.4071519,"Nobles Alley, San Francisco, CA 94133, USA"
Big Eyes,2014,Caffe Trieste,Blink & Wink Productions,0,0,
Big Eyes,2014,Palace of Fine Arts,Blink & Wink Productions,0,0,
Big Eyes,2014,1101 Filbert St.,Blink & Wink Productions,37.8002042,-122.4178309,"1101 Filbert St, San Francisco, CA 94109, USA"
Big Eyes,2014,Saints Peter & Paul Church,Blink & Wink Productions,0,0,
Big Eyes,2014,Green St. & Grant Ave.,Blink & Wink Productions,37.7997122,-122.4074155,"Green St & Grant Ave, San Francisco, CA 94133, USA"
Big Eyes,2014,Filbert St. & Leavenworth,Blink & Wink Productions,37.8003487,-122.4176339,"Filbert St & Leavenworth St, San Francisco, CA 94109, USA"
Big Eyes,2014,Pine St. & Grant,Blink & Wink Productions,37.7915062,-122.4057618,"Pine St & Grant Ave, San Francisco, CA 94108, USA"
Big Eyes,2014,Way Faire Inn on Leidesdorff,Blink & Wink Productions,0,0,
Big Eyes,2014,Harry's Bar on Fillmore,Blink & Wink Productions,0,0,
Big Sur,2013,"Tosca Cafê© (242 Columbus Avenue, North Beach)",3311 Productions,0,0,
Big Trouble in Little China,1986,,Twentieth Century Fox Film Corporation,0,0,
Birdman of Alcatraz,1962,Alcatraz Island,Norma Productions,37.8269775,-122.4229555,"Alcatraz Island, San Francisco, CA 94133, USA"
Birdman of Alcatraz,1962,Pier 43 1/2,Norma Productions,37.8090906,-122.4150428,"Pier 43 1/2, 43 1/2 Fishermans Wharf, San Francisco, CA 94133, USA"
Birth of the Dragon,2016,Lands End Trail at Eagles Point/ Lincoln Park Golf Course,"BOTD U.S. Productions, Inc.",37.782836,-122.5116181,"USS San Francisco Memorial, San Francisco, CA 94121, USA"
Birth of the Dragon,2016,Pier 45 - Jeremiah O'Brien Liberty Ship,"BOTD U.S. Productions, Inc.",37.8110638,-122.4181442,"SS Jeremiah O'Brien, Pier 45, Fisherman's Wharf, San Francisco, CA 94133, United States"
Birth of the Dragon,2016,Leavenworth at Green,"BOTD U.S. Productions, Inc.",37.7985017,-122.4172437,"Green St & Leavenworth St, San Francisco, CA 94109, USA"
Birth of the Dragon,2016,Leavenworth at Union,"BOTD U.S. Productions, Inc.",37.7994171,-122.4174331,"Union St & Leavenworth St, San Francisco, CA 94109, USA"
Birth of the Dragon,2016,Hyde at Union,"BOTD U.S. Productions, Inc.",37.7992073,-122.4190807,"Hyde St & Union St, San Francisco, CA 94109, USA"
Birth of the Dragon,2016,California at Grant,"BOTD U.S. Productions, Inc.",37.7924638,-122.405954,"California St & Grant Ave, San Francisco, CA 94108, USA"
Birth of the Dragon,2016,Grant between Bush and Broadway,"BOTD U.S. Productions, Inc.",0,0,
Birth of the Dragon,2016,California at Mason,"BOTD U.S. Productions, Inc.",37.7918421,-122.4108428,"California St & Mason St, San Francisco, CA 94108, USA"
Birth of the Dragon,2016,Spofford between Clay and Washington,"BOTD U.S. Productions, Inc.",0,0,
Birth of the Dragon,2016,Twin Peaks Blvd.,"BOTD U.S. Productions, Inc.",37.7533934,-122.4481732,"Twin Peaks Blvd, San Francisco, CA, USA"
Birth of the Dragon,2016,Waverly Pl between Washington and Sacramento,"BOTD U.S. Productions, Inc.",0,0,
Blue Jasmine,2013,Jones & Pacific,Perdido Productions,37.7958902,-122.4150305,"Pacific Ave & Jones St, San Francisco, CA 94109, USA"
Blue Jasmine,2013,Pacific & Divisadero,Perdido Productions,37.7925186,-122.44136,"Divisadero St & Pacific Ave, San Francisco, CA 94115, USA"
Blue Jasmine,2013,Lombard & Hyde,Perdido Productions,37.8020045,-122.4196371,"Lombard St & Hyde St, San Francisco, CA 94109, USA"
Blue Jasmine,2013,5546 Geary Ave,Perdido Productions,37.7806041,-122.4792052,"5546 Geary Blvd, San Francisco, CA 94121, USA"
Blue Jasmine,2013,2898 Broadway,Perdido Productions,37.793335,-122.44471,"2898 Broadway, San Francisco, CA 94115, USA"
Blue Jasmine,2013,Motel Capri,Perdido Productions,0,0,
Blue Jasmine,2013,Marina Green,Perdido Productions,37.8062419,-122.4349436,"Marina Green Triangle, 200 Marina Blvd, San Francisco, CA 94123, USA"
Blue Jasmine,2013,Ocean Beach at Lincoln,Perdido Productions,0,0,
Blue Jasmine,2013,Heald College,Perdido Productions,0,0,
Blue Jasmine,2013,Marina Blvd from Laguna to Baker,Perdido Productions,0,0,
Blue Jasmine,2013,330 Santa Clara Ave.,Perdido Productions,37.734209,-122.466499,"330 Santa Clara Ave, San Francisco, CA 94127, USA"
Blue Jasmine,2013,200 Post St.,Perdido Productions,37.788804,-122.4053893,"200 Post St, San Francisco, CA 94108, USA"
Blue Jasmine,2013,2179 48th Ave,Perdido Productions,37.745553,-122.507258,"2179 48th Ave, San Francisco, CA 94116, USA"
Blue Jasmine,2013,The Ramp Restaurant,Perdido Productions,0,0,
Blue Jasmine,2013,303-305 S. Van Ness,Perdido Productions,37.7682683,-122.4176369,"305 S Van Ness Ave, San Francisco, CA 94103, USA"
Blue Jasmine,2013,3563 20th St.,Perdido Productions,37.7584616,-122.420399,"3563 20th St, San Francisco, CA 94110, USA"
Blue Jasmine,2013,Taylor & Green St.,Perdido Productions,37.7989091,-122.4139396,"Green St & Taylor St, San Francisco, CA 94133, USA"
Blue Jasmine,2013,Grant & Washington St.,Perdido Productions,37.7951547,-122.4065011,"Washington St & Grant Ave, San Francisco, CA 94108, USA"
Blue Jasmine,2013,2934 24th St.,Perdido Productions,37.7529414,-122.4107026,"2934 24th St, San Francisco, CA 94110, USA"
Blue Jasmine,2013,1138 Alabama St,Perdido Productions,37.75367,-122.4112992,"1138 Alabama St, San Francisco, CA 94110, USA"
Blue Jasmine,2013,South Park,Perdido Productions,37.7815501,-122.3940353,"South Park, San Francisco, CA 94107, USA"
Blue Jasmine,2013,2915 16th St.,Perdido Productions,37.7650165,-122.4179625,"2915 16th St, San Francisco, CA 94103, USA"
Blue Jasmine,2013,Trolley Car from Market and 11th,Perdido Productions,0,0,
Blue Jasmine,2013,Real Guitars,Perdido Productions,0,0,
Blue Jasmine,2013,Aub Zam Zam Bar,Perdido Productions,0,0,
Blue Jasmine,2013,790 Ulloa,Perdido Productions,37.7408258,-122.4646626,"790 Ulloa St, San Francisco, CA 94127, USA"
Blue Jasmine,2013,SFO International Airport Terminal 3,Perdido Productions,0,0,
Blue Jasmine,2013,2178 Palou Ave.,Perdido Productions,37.7406288,-122.4015231,"2178 Palou Ave, San Francisco, CA 94124, USA"
Boys and Girls,2000,1122 Folsom Street,Punch 21 Productions,37.7764013,-122.4087109,"1122 Folsom St, San Francisco, CA 94103, USA"
Boys and Girls,2000,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Punch 21 Productions,37.8008473,-122.4099791,"Washington Square Park, Filbert St & Stockton St., San Francisco, CA 94133, USA"
Boys and Girls,2000,Golden Gate Bridge,Punch 21 Productions,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
Boys and Girls,2000,Fisherman's Wharf,Punch 21 Productions,37.8079996,-122.4177434,"Fisherman's Wharf, San Francisco, CA, USA"
Boys and Girls,2000,Ferry Building,Punch 21 Productions,37.7955469,-122.3934177,"San Francisco Ferry Bldg, 1 Sausalito - San Francisco Ferry Bldg, San Francisco, CA 94111, USA"
Boys and Girls,2000,Coit Tower,Punch 21 Productions,37.8023949,-122.4058222,"Coit Tower, 1 Telegraph Hill Blvd, San Francisco, CA 94133, USA"
Boys and Girls,2000,City Hall,Punch 21 Productions,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
Boys and Girls,2000,Lombard Street,Punch 21 Productions,0,0,
Boys and Girls,2000,Chinatown,Punch 21 Productions,37.7941378,-122.4077914,"Chinatown, San Francisco, CA, USA"
Boys and Girls,2000,Aquatic Park (Jefferson Street),Punch 21 Productions,37.8099475,-122.4264453,"Aquatic Park Cove, Aquatic Park Pier, San Francisco, CA 94109, USA"
Boys and Girls,2000,Alcatraz Island,Punch 21 Productions,37.8269775,-122.4229555,"Alcatraz Island, San Francisco, CA 94133, USA"
Boys and Girls,2000,628 Cole Street,Punch 21 Productions,37.769226,-122.4504325,"628 Cole St, San Francisco, CA 94117, USA"
Broken-A Modern Love Story,2010,Ina Coolbrith Park (1700 Taylor Street),RKW Films,37.7982629,-122.4134525,"Ina Coolbrith Park, Vallejo & Taylor, San Francisco, CA 94133, USA"
Broken-A Modern Love Story,2010,0-100 block Halleck Street,RKW Films,37.8034832,-122.4542958,"0 Halleck St, San Francisco, CA 94129, USA"
"Budding Prospects, Pilot",2017,3050 24th Street,Picrow Streaming Inc.,37.7527903,-122.4132496,"3050 24th St, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,3033 24th Street,Picrow Streaming Inc.,37.7524177,-122.412587,"3033 24th St, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,2937 24th Street,Picrow Streaming Inc.,37.75254,-122.4108485,"2937 24th St, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,1167 Alabama Street,Picrow Streaming Inc.,37.7532723,-122.4108202,"1167 Alabama St, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,1641 York Street,Picrow Streaming Inc.,37.7473312,-122.4062631,"1641 York St, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,Bernal Heights Boulevard,Picrow Streaming Inc.,37.742249,-122.412627,"Bernal Heights Blvd, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,40 Prentiss Street,Picrow Streaming Inc.,37.7420875,-122.4121141,"40 Prentiss St, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,500 Cortland Avenue,Picrow Streaming Inc.,37.7388503,-122.4161319,"500 Cortland Ave, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,Lucky Street,Picrow Streaming Inc.,37.7509423,-122.4133835,"Lucky St, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,1125 Guerrero Street,Picrow Streaming Inc.,37.7532132,-122.4227271,"1125 Guerrero St, San Francisco, CA 94110, USA"
"Budding Prospects, Pilot",2017,Gough Street & Clay Street,Picrow Streaming Inc.,37.7917696,-122.4260016,"Gough St & Clay St, San Francisco, CA 94109, USA"
"Budding Prospects, Pilot",2017,2007 Franklin Street,Picrow Streaming Inc.,37.7932841,-122.424959,"Haas-Lilienthal House, 2007 Franklin St, San Francisco, CA 94109, USA"
"Budding Prospects, Pilot",2017,951 Hudson Avenue,Picrow Streaming Inc.,37.7331614,-122.376629,"951 Hudson Ave, San Francisco, CA 94124, USA"
Bullitt,1968,Bayshore Blvd near Cesar Chavez (Bayview),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Taylor & Vallejo Streets (Russian Hill),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,McLaren Park (Visitacion  Valley),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Mark Hopkins Hotel (999 California Street),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Marina Green (Marina District),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Mansell & University Streets (Visitacion  Valley),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Larkin & Francisco Streets (Russian Hill),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Larkin & Chestnut Streets (Russian Hill),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Chance- Season 1 ep104,2016,11 San Jacinto Ave.,TVM Productions,37.735273,-122.463151,"11 San Jacinto Way, San Francisco, CA 94127, USA"
Bullitt,1968,Kennedy Hotel (226 Embarcadero at Howard Street),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,John Muir Drive (Lake Merced),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Intersection of York & Peralta (Bernal Heights),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Filbert & Taylor Streets (Russian Hill),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Enrico's Cafê© (504 Broadway),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Columbus & Lombard Streets (North Beach),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Cesar Chavez & Mission Street (Mission),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,"Candlestick Park Exit, Highway 101",Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Cafê© Cantata (2040 Union Street),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
